delivery_date,time_code,area_group,clearing_price_estimate,upside_depth_mw,downside_depth_mw,tightest_depth_mw,price_band_jpy_kwh,stack_regime
2026-09-07,18,Kansai / Chugoku / Shikoku,16.72,2188.499999999998,428.0,428.0,5.0,Solar compression stack
2026-09-07,18,System Price,23.04,4233.9000000000015,4713.199999999997,4233.9000000000015,5.0,Balanced stack
2026-09-07,18,Tokyo / Chubu,31.82,1492.2000000000007,2157.0,1492.2000000000007,5.0,Thin stack
2026-09-07,19,Kansai / Chugoku / Shikoku,16.93,1272.8999999999996,881.1000000000004,881.1000000000004,5.0,Thin stack
2026-09-07,19,System Price,26.0,4223.999999999993,5120.0999999999985,4223.999999999993,5.0,Balanced stack
2026-09-07,19,Tokyo / Chubu,33.07,1350.7999999999993,3854.600000000002,1350.7999999999993,5.0,Thin stack
2026-09-07,20,Kansai / Chugoku / Shikoku,16.86,1489.3999999999996,1032.2000000000007,1032.2000000000007,5.0,Thin stack
2026-09-07,20,System Price,26.27,4649.0999999999985,4930.200000000004,4649.0999999999985,5.0,Balanced stack
2026-09-07,20,Tokyo / Chubu / Hokuriku,31.78,1536.800000000003,4376.0,1536.800000000003,5.0,Balanced stack
2026-09-07,21,Kansai / Chugoku / Shikoku,16.9,1518.2000000000007,1106.6000000000004,1106.6000000000004,5.0,Thin stack
2026-09-07,21,System Price,25.0,4124.5,5662.4000000000015,4124.5,5.0,Balanced stack
2026-09-07,21,Tokyo / Chubu / Hokuriku,31.4,1928.4000000000015,3979.199999999997,1928.4000000000015,5.0,Balanced stack
2026-09-07,22,Chugoku / Shikoku,16.46,152.80000000000018,415.3000000000002,152.80000000000018,5.0,Scarcity stack
2026-09-07,22,System Price,25.5,3834.7999999999956,5662.100000000006,3834.7999999999956,5.0,Balanced stack
2026-09-07,22,Tokyo / Chubu / Hokuriku,33.07,1440.0000000000073,3060.4999999999927,1440.0000000000073,5.0,Thin stack
2026-09-07,23,Chugoku / Shikoku,16.37,239.80000000000018,326.5,239.80000000000018,5.0,Scarcity stack
