delivery_date,time_code,opening_price_jpy_kwh,highest_price_jpy_kwh,lowest_price_jpy_kwh,last_price_jpy_kwh,average_price_jpy_kwh,total_volume_kwh,number_of_contracts,source
2026-05-22,27,0.08,24.7,0.01,15.73,15.83,479800,235,JEPX public intraday CSV
2026-05-22,28,0.08,20.55,0.01,11.86,14.65,460250,249,JEPX public intraday CSV
2026-05-22,29,0.08,24.7,0.01,4.0,18.02,352900,231,JEPX public intraday CSV
2026-05-22,30,0.08,28.0,0.01,15.01,16.63,609500,314,JEPX public intraday CSV
2026-05-22,31,45.0,80.0,0.01,5.49,32.61,1348400,383,JEPX public intraday CSV
2026-05-22,32,12.0,31.3,6.0,16.01,24.27,698700,294,JEPX public intraday CSV
2026-05-22,33,22.66,26.5,1.5,16.0,20.25,678150,308,JEPX public intraday CSV
2026-05-22,34,22.0,25.0,0.02,15.91,20.77,845800,296,JEPX public intraday CSV
2026-05-22,35,4.0,23.12,1.5,13.93,19.62,726950,317,JEPX public intraday CSV
2026-05-22,36,23.73,30.38,6.78,21.0,24.11,588350,328,JEPX public intraday CSV
2026-05-22,37,25.5,26.1,6.82,20.0,23.35,625800,294,JEPX public intraday CSV
2026-05-22,38,26.0,27.87,6.82,21.05,23.82,732800,347,JEPX public intraday CSV
2026-05-22,39,24.7,24.9,6.84,22.79,21.91,572850,289,JEPX public intraday CSV
2026-05-22,40,18.56,21.14,6.86,18.86,18.5,668900,298,JEPX public intraday CSV
2026-05-22,41,17.67,24.28,5.84,16.0,18.28,901550,324,JEPX public intraday CSV
2026-05-22,42,17.05,20.08,5.81,15.86,17.25,690950,317,JEPX public intraday CSV
2026-05-22,43,16.73,21.48,7.81,16.73,17.9,683300,340,JEPX public intraday CSV
2026-05-22,44,17.33,20.91,7.78,14.25,17.97,976550,383,JEPX public intraday CSV
2026-05-22,45,18.29,20.68,5.0,15.92,18.37,877450,354,JEPX public intraday CSV
2026-05-22,46,16.4,23.0,5.0,16.3,18.22,536300,220,JEPX public intraday CSV
2026-05-22,47,17.19,18.95,5.0,17.26,16.25,238400,196,JEPX public intraday CSV
2026-05-22,48,16.25,21.81,6.78,15.06,17.61,649450,295,JEPX public intraday CSV
2026-05-23,1,18.42,25.0,7.42,25.0,15.59,177750,106,JEPX public intraday CSV
2026-05-23,2,19.38,19.68,6.98,15.06,14.69,132950,80,JEPX public intraday CSV
2026-05-23,3,18.5,19.0,6.97,13.69,15.04,93300,85,JEPX public intraday CSV
2026-05-23,4,18.49,19.0,9.08,11.87,15.63,122000,73,JEPX public intraday CSV
2026-05-23,5,18.49,21.49,9.32,18.51,16.81,58100,77,JEPX public intraday CSV
2026-05-23,6,18.49,18.89,9.0,18.59,15.28,89650,72,JEPX public intraday CSV
2026-05-23,7,18.49,18.56,9.58,14.1,16.81,80000,82,JEPX public intraday CSV
2026-05-23,8,18.14,18.94,7.04,16.73,17.24,83150,78,JEPX public intraday CSV
2026-05-23,9,18.49,20.08,7.08,18.6,17.36,65000,76,JEPX public intraday CSV
2026-05-23,10,18.02,21.02,7.08,18.13,15.53,83950,71,JEPX public intraday CSV
2026-05-23,11,16.89,20.0,6.14,16.83,15.4,85700,81,JEPX public intraday CSV
2026-05-23,12,16.57,19.74,6.07,16.75,13.77,145750,108,JEPX public intraday CSV
2026-05-23,13,8.58,16.4,6.0,13.75,13.81,126450,103,JEPX public intraday CSV
2026-05-23,14,4.11,14.54,3.0,9.99,8.55,224850,155,JEPX public intraday CSV
2026-05-23,15,3.11,14.82,0.01,4.44,6.3,297200,177,JEPX public intraday CSV
2026-05-23,16,0.11,19.15,0.01,19.15,8.75,481050,181,JEPX public intraday CSV
2026-05-23,17,0.2,15.3,0.01,11.01,8.55,334100,197,JEPX public intraday CSV
2026-05-23,18,0.2,16.64,0.01,16.64,10.14,259000,178,JEPX public intraday CSV
2026-05-23,19,0.2,14.81,0.01,11.1,8.04,259500,172,JEPX public intraday CSV
2026-05-23,20,0.2,14.91,0.01,0.01,9.38,331650,201,JEPX public intraday CSV
2026-05-23,21,0.2,17.87,0.01,10.01,10.12,328100,190,JEPX public intraday CSV
2026-05-23,22,0.2,15.0,0.01,11.01,9.2,393200,196,JEPX public intraday CSV
2026-05-23,23,0.2,14.91,0.01,9.6,9.31,391750,199,JEPX public intraday CSV
2026-05-23,24,0.11,15.0,0.01,6.39,8.83,394350,232,JEPX public intraday CSV
2026-05-23,25,0.2,15.08,0.01,5.84,8.03,577000,271,JEPX public intraday CSV
2026-05-23,26,0.2,12.0,0.01,6.34,8.69,439850,235,JEPX public intraday CSV
2026-05-23,27,0.2,13.44,0.01,0.02,8.33,275900,220,JEPX public intraday CSV
2026-05-23,28,0.2,12.88,0.01,6.68,8.02,310400,235,JEPX public intraday CSV
2026-05-23,29,0.01,16.31,0.01,7.17,9.71,264550,210,JEPX public intraday CSV
2026-05-23,30,15.5,18.27,0.01,7.17,12.7,269450,203,JEPX public intraday CSV
2026-05-23,31,1.11,20.0,0.01,10.0,10.6,395100,262,JEPX public intraday CSV
2026-05-23,32,4.0,19.54,0.01,7.09,14.99,275200,217,JEPX public intraday CSV
2026-05-23,33,7.34,17.26,6.73,13.94,13.0,232950,187,JEPX public intraday CSV
2026-05-23,34,16.45,19.04,6.0,16.16,15.83,170550,174,JEPX public intraday CSV
2026-05-23,35,16.71,18.46,3.0,14.47,15.21,325100,233,JEPX public intraday CSV
2026-05-23,36,17.64,19.2,4.17,16.0,17.24,287850,186,JEPX public intraday CSV
2026-05-23,37,19.5,21.49,6.08,17.51,17.01,313850,205,JEPX public intraday CSV
2026-05-23,38,32.09,32.09,6.13,18.01,17.7,216350,168,JEPX public intraday CSV
2026-05-23,39,19.43,22.48,6.14,19.28,18.11,402650,172,JEPX public intraday CSV
2026-05-23,40,18.88,20.0,6.13,17.01,17.11,240150,148,JEPX public intraday CSV
2026-05-23,41,25.56,25.56,6.11,17.51,17.57,293750,161,JEPX public intraday CSV
2026-05-23,42,19.34,29.97,6.1,16.55,18.84,616000,214,JEPX public intraday CSV
2026-05-23,43,18.75,22.75,6.14,17.5,18.36,536250,206,JEPX public intraday CSV
2026-05-23,44,28.94,28.94,6.12,17.99,18.26,480150,175,JEPX public intraday CSV
2026-05-23,45,18.13,22.13,6.12,17.94,18.94,434300,158,JEPX public intraday CSV
2026-05-23,46,19.57,24.43,6.07,18.5,19.28,453050,170,JEPX public intraday CSV
2026-05-23,47,19.0,22.6,6.1,18.9,19.65,308700,130,JEPX public intraday CSV
2026-05-23,48,18.49,23.89,6.11,17.52,20.13,281100,131,JEPX public intraday CSV
2026-05-24,1,17.35,22.2,6.76,17.74,19.45,280600,59,JEPX public intraday CSV
2026-05-24,2,16.85,22.5,6.77,18.86,17.89,303800,78,JEPX public intraday CSV
2026-05-24,3,17.1,20.5,6.76,17.2,14.96,247700,56,JEPX public intraday CSV
2026-05-24,4,11.33,20.5,6.75,9.88,15.22,252450,53,JEPX public intraday CSV
2026-05-24,5,17.82,20.8,6.75,17.0,13.88,212600,53,JEPX public intraday CSV
2026-05-24,6,17.77,18.86,6.09,9.88,13.79,202350,62,JEPX public intraday CSV
2026-05-24,7,18.35,30.0,6.09,30.0,20.2,400500,96,JEPX public intraday CSV
2026-05-24,8,18.35,30.0,10.5,18.34,21.0,435500,113,JEPX public intraday CSV
2026-05-24,9,18.5,30.0,10.0,19.0,19.14,331100,97,JEPX public intraday CSV
2026-05-24,10,18.5,30.0,10.5,16.62,19.55,353300,118,JEPX public intraday CSV
2026-05-24,11,18.28,30.0,11.89,23.11,21.54,407350,118,JEPX public intraday CSV
2026-05-24,12,17.27,27.38,10.22,15.86,19.02,591750,129,JEPX public intraday CSV
2026-05-24,13,15.67,45.0,6.1,10.92,20.21,656650,155,JEPX public intraday CSV
2026-05-24,14,11.38,28.57,8.51,12.6,18.3,682300,159,JEPX public intraday CSV
2026-05-24,15,11.29,27.88,6.08,12.4,18.36,746800,174,JEPX public intraday CSV
2026-05-24,16,18.39,21.09,0.5,0.8,14.6,334050,133,JEPX public intraday CSV
2026-05-24,17,0.01,25.0,0.01,2.17,10.5,275800,133,JEPX public intraday CSV
2026-05-24,18,0.01,25.0,0.01,8.92,11.21,234150,133,JEPX public intraday CSV
2026-05-24,19,0.01,19.65,0.01,13.44,12.09,200300,144,JEPX public intraday CSV
2026-05-24,20,0.01,21.09,0.01,2.17,11.21,189950,138,JEPX public intraday CSV
2026-05-24,21,1.5,21.49,0.01,5.11,11.22,233900,162,JEPX public intraday CSV
2026-05-24,22,0.01,30.0,0.01,2.17,10.32,337200,175,JEPX public intraday CSV
2026-05-24,23,0.01,30.0,0.01,7.0,10.27,402200,164,JEPX public intraday CSV
2026-05-24,24,0.01,30.0,0.01,1.01,10.62,341600,171,JEPX public intraday CSV
2026-05-24,25,0.01,21.58,0.01,1.01,11.46,277550,199,JEPX public intraday CSV
2026-05-24,26,0.01,22.56,0.01,0.01,11.11,232250,184,JEPX public intraday CSV
2026-05-24,27,25.72,29.22,0.01,3.01,11.55,402500,214,JEPX public intraday CSV
2026-05-24,28,1.5,28.0,0.01,0.01,6.46,447000,194,JEPX public intraday CSV
2026-05-24,29,25.72,26.12,0.01,0.01,6.08,437750,217,JEPX public intraday CSV
2026-05-24,30,40.0,45.0,0.01,7.68,30.96,727750,221,JEPX public intraday CSV
2026-05-24,31,48.0,50.0,0.01,7.44,36.46,779350,211,JEPX public intraday CSV
2026-05-24,32,18.99,21.59,3.99,3.99,15.72,434350,202,JEPX public intraday CSV
2026-05-24,33,9.75,21.47,4.0,6.35,15.28,684350,286,JEPX public intraday CSV
2026-05-24,34,18.73,21.94,6.05,9.42,14.53,526750,223,JEPX public intraday CSV
2026-05-24,35,21.09,21.59,1.55,12.25,17.95,538050,224,JEPX public intraday CSV
2026-05-24,36,22.5,25.1,6.12,17.17,22.23,485050,189,JEPX public intraday CSV
2026-05-24,37,1.5,34.4,0.78,20.51,24.71,634900,232,JEPX public intraday CSV
2026-05-24,38,43.51,47.0,4.18,45.1,32.08,1085800,274,JEPX public intraday CSV
2026-05-24,39,27.6,36.0,17.0,22.23,30.82,733000,226,JEPX public intraday CSV
2026-05-24,40,31.0,34.5,8.59,31.22,28.42,746750,232,JEPX public intraday CSV
2026-05-24,41,26.12,27.42,5.73,26.22,24.66,618300,228,JEPX public intraday CSV
2026-05-24,42,23.77,27.17,5.98,20.0,23.36,526600,175,JEPX public intraday CSV
2026-05-24,43,23.52,27.02,0.01,22.01,23.06,373700,172,JEPX public intraday CSV
2026-05-24,44,25.46,25.46,14.89,16.78,19.85,373050,158,JEPX public intraday CSV
2026-05-24,45,19.26,22.89,16.5,18.5,20.47,350900,149,JEPX public intraday CSV
2026-05-24,46,18.7,47.03,15.26,18.71,19.31,327800,140,JEPX public intraday CSV
2026-05-24,47,18.49,22.24,15.26,18.01,19.15,320750,140,JEPX public intraday CSV
2026-05-24,48,17.5,21.92,7.45,14.15,18.75,534650,165,JEPX public intraday CSV
2026-05-25,1,16.7,19.39,0.01,16.81,14.69,38850,39,JEPX public intraday CSV
2026-05-25,2,17.79,18.69,1.0,18.69,17.21,30800,38,JEPX public intraday CSV
2026-05-25,3,16.83,18.69,1.0,16.21,15.11,58400,44,JEPX public intraday CSV
2026-05-25,4,16.74,17.79,0.01,16.69,13.94,39700,35,JEPX public intraday CSV
2026-05-25,5,16.36,16.36,0.01,16.16,14.78,31300,38,JEPX public intraday CSV
2026-05-25,6,16.89,17.82,0.01,16.99,11.64,25900,43,JEPX public intraday CSV
2026-05-25,7,17.03,17.82,0.01,16.7,12.73,33450,37,JEPX public intraday CSV
2026-05-25,8,18.04,18.5,1.5,15.3,15.62,52600,50,JEPX public intraday CSV
2026-05-25,9,18.07,18.59,1.5,16.47,16.86,48650,42,JEPX public intraday CSV
2026-05-25,10,18.49,19.71,1.5,15.2,16.04,94800,68,JEPX public intraday CSV
2026-05-25,11,18.14,18.62,1.5,13.07,15.98,132350,70,JEPX public intraday CSV
2026-05-25,12,17.26,17.89,1.5,13.25,15.57,67000,68,JEPX public intraday CSV
2026-05-25,13,16.44,18.55,0.01,10.02,12.66,128150,87,JEPX public intraday CSV
2026-05-25,14,14.89,15.26,0.01,14.9,13.78,157800,77,JEPX public intraday CSV
2026-05-25,15,0.01,15.0,0.01,10.54,12.35,77500,68,JEPX public intraday CSV
2026-05-25,16,1.5,22.26,0.01,5.01,7.36,140650,109,JEPX public intraday CSV
2026-05-25,17,8.58,80.0,1.5,8.7,13.22,182850,98,JEPX public intraday CSV
2026-05-25,18,7.04,15.2,7.04,9.48,12.47,225400,116,JEPX public intraday CSV
2026-05-25,19,7.06,18.0,1.5,7.18,10.51,355100,153,JEPX public intraday CSV
2026-05-25,20,2.1,15.22,1.5,2.01,8.65,485700,203,JEPX public intraday CSV
2026-05-25,21,1.5,22.0,0.02,3.99,8.8,379400,168,JEPX public intraday CSV
2026-05-25,22,0.01,22.0,0.01,0.22,10.48,315200,167,JEPX public intraday CSV
2026-05-25,23,0.01,17.26,0.01,0.22,8.45,282850,166,JEPX public intraday CSV
2026-05-25,24,1.49,19.04,0.01,0.22,10.23,293850,180,JEPX public intraday CSV
2026-05-25,25,0.11,24.0,0.01,0.01,10.71,397450,230,JEPX public intraday CSV
2026-05-25,26,0.5,22.0,0.01,10.81,10.41,350450,206,JEPX public intraday CSV
2026-05-25,27,0.01,18.52,0.01,2.91,11.59,349250,226,JEPX public intraday CSV
2026-05-25,28,17.69,18.09,0.01,4.01,11.49,390650,233,JEPX public intraday CSV
2026-05-25,29,16.0,20.0,0.01,6.9,14.26,263950,244,JEPX public intraday CSV
2026-05-25,30,24.5,24.6,0.01,10.01,15.84,292000,216,JEPX public intraday CSV
2026-05-25,31,29.9,34.9,0.01,9.99,22.17,441050,236,JEPX public intraday CSV
2026-05-25,32,14.15,27.9,0.01,6.66,14.58,348650,261,JEPX public intraday CSV
2026-05-25,33,20.23,23.33,0.01,15.91,18.05,497450,276,JEPX public intraday CSV
2026-05-25,34,25.01,28.01,0.01,17.87,21.41,423900,247,JEPX public intraday CSV
2026-05-25,35,27.0,28.5,0.11,20.4,22.61,537600,250,JEPX public intraday CSV
2026-05-25,36,33.83,37.83,1.5,23.35,29.98,765800,280,JEPX public intraday CSV
2026-05-25,37,38.0,43.36,1.5,31.5,35.23,984150,252,JEPX public intraday CSV
2026-05-25,38,48.0,50.0,1.5,40.31,41.1,1527200,312,JEPX public intraday CSV
2026-05-25,39,43.45,45.0,1.5,44.8,38.14,1019050,255,JEPX public intraday CSV
2026-05-25,40,34.88,35.83,1.5,25.0,30.49,935300,251,JEPX public intraday CSV
2026-05-25,41,1.5,34.18,1.5,25.01,27.49,524650,219,JEPX public intraday CSV
2026-05-25,42,29.5,30.1,9.07,28.01,23.53,406150,204,JEPX public intraday CSV
2026-05-25,43,25.0,25.0,5.4,22.79,22.22,316250,210,JEPX public intraday CSV
2026-05-25,44,2.9,24.25,1.5,21.05,19.01,513400,215,JEPX public intraday CSV
2026-05-25,45,1.5,25.9,1.5,21.95,19.86,400250,199,JEPX public intraday CSV
2026-05-25,46,25.0,27.28,1.5,23.01,20.88,459800,200,JEPX public intraday CSV
2026-05-25,47,25.0,26.16,1.5,23.7,17.38,297350,182,JEPX public intraday CSV
2026-05-25,48,24.7,25.0,1.5,10.0,20.03,199800,155,JEPX public intraday CSV
2026-05-26,1,18.0,18.1,11.77,16.46,16.42,47900,77,JEPX public intraday CSV
2026-05-26,2,17.87,17.97,9.92,17.76,14.99,110100,98,JEPX public intraday CSV
2026-05-26,3,17.82,17.92,9.49,10.01,15.7,110650,95,JEPX public intraday CSV
2026-05-26,4,17.7,17.8,9.49,16.15,15.62,107050,96,JEPX public intraday CSV
2026-05-26,5,18.0,20.0,9.49,12.7,15.92,139250,113,JEPX public intraday CSV
2026-05-26,6,17.83,18.0,9.78,17.73,15.71,107850,105,JEPX public intraday CSV
2026-05-26,7,18.01,20.0,10.49,15.01,16.25,226550,157,JEPX public intraday CSV
2026-05-26,8,18.22,20.0,10.59,13.35,16.24,241850,126,JEPX public intraday CSV
2026-05-26,9,18.51,20.0,10.77,15.76,16.13,258900,121,JEPX public intraday CSV
2026-05-26,10,18.52,20.0,10.77,16.2,16.35,283100,131,JEPX public intraday CSV
2026-05-26,11,18.51,20.0,12.69,14.46,16.47,335250,158,JEPX public intraday CSV
2026-05-26,12,18.0,20.0,10.01,10.01,15.7,431000,184,JEPX public intraday CSV
2026-05-26,13,17.3,19.06,8.92,15.59,15.8,492950,203,JEPX public intraday CSV
2026-05-26,14,16.52,20.0,7.05,7.05,15.89,457600,187,JEPX public intraday CSV
2026-05-26,15,16.02,20.0,9.49,17.48,15.83,479900,214,JEPX public intraday CSV
2026-05-26,16,16.58,20.39,8.95,14.21,14.4,349700,189,JEPX public intraday CSV
2026-05-26,17,16.83,17.74,8.69,9.11,14.85,448450,211,JEPX public intraday CSV
2026-05-26,18,17.31,17.93,8.49,17.3,14.88,427100,191,JEPX public intraday CSV
2026-05-26,19,17.6,18.0,6.0,16.0,15.09,423950,177,JEPX public intraday CSV
2026-05-26,20,9.9,18.01,6.0,8.01,14.28,566400,203,JEPX public intraday CSV
2026-05-26,21,17.09,17.59,4.78,16.0,14.48,479950,201,JEPX public intraday CSV
2026-05-26,22,17.6,18.01,7.0,10.01,13.84,450700,192,JEPX public intraday CSV
2026-05-26,23,17.6,18.01,6.0,7.0,14.56,391300,207,JEPX public intraday CSV
2026-05-26,24,17.09,17.62,6.0,15.62,14.98,371100,213,JEPX public intraday CSV
2026-05-26,25,15.32,23.0,6.28,14.83,14.27,542000,255,JEPX public intraday CSV
2026-05-26,26,15.0,21.09,6.28,7.0,14.21,560350,237,JEPX public intraday CSV
2026-05-26,27,16.99,19.04,6.28,13.0,15.17,569350,288,JEPX public intraday CSV
2026-05-26,28,17.77,30.0,6.49,10.1,19.3,539950,326,JEPX public intraday CSV
2026-05-26,29,18.96,40.0,7.59,18.82,21.32,684150,325,JEPX public intraday CSV
2026-05-26,30,34.0,34.07,8.07,26.9,23.26,515650,312,JEPX public intraday CSV
2026-05-26,31,32.0,32.0,7.14,16.01,23.79,502450,313,JEPX public intraday CSV
2026-05-26,32,30.0,30.1,5.0,23.01,26.83,449250,300,JEPX public intraday CSV
2026-05-26,33,0.2,28.92,0.2,21.25,23.73,768000,408,JEPX public intraday CSV
2026-05-26,34,29.31,29.31,10.0,21.76,24.71,651050,358,JEPX public intraday CSV
2026-05-26,35,29.31,29.31,15.0,25.0,24.99,569400,390,JEPX public intraday CSV
2026-05-26,36,30.85,30.94,16.7,22.78,26.1,918250,452,JEPX public intraday CSV
2026-05-26,37,29.5,35.85,10.36,31.93,27.76,742450,349,JEPX public intraday CSV
2026-05-26,38,32.0,37.0,10.0,32.01,29.01,851750,374,JEPX public intraday CSV
2026-05-26,39,32.0,38.45,16.0,31.93,27.16,715300,303,JEPX public intraday CSV
2026-05-26,40,39.63,42.94,18.29,28.32,27.45,987100,360,JEPX public intraday CSV
2026-05-26,41,29.5,29.5,15.0,22.5,23.18,1046350,424,JEPX public intraday CSV
2026-05-26,42,28.31,38.31,12.47,30.0,23.92,798300,374,JEPX public intraday CSV
2026-05-26,43,28.31,38.31,12.0,38.31,24.45,890150,385,JEPX public intraday CSV
2026-05-26,44,24.87,25.77,12.0,24.68,22.19,805400,383,JEPX public intraday CSV
2026-05-26,45,24.01,25.15,11.99,16.17,22.49,1104450,436,JEPX public intraday CSV
2026-05-26,46,28.31,28.51,11.43,27.3,24.61,862500,332,JEPX public intraday CSV
2026-05-26,47,28.31,28.81,11.13,28.31,24.43,870800,337,JEPX public intraday CSV
2026-05-26,48,22.01,22.1,8.0,21.0,17.82,671050,310,JEPX public intraday CSV
2026-05-27,1,17.0,19.05,9.85,16.75,15.09,275950,159,JEPX public intraday CSV
2026-05-27,2,18.07,18.64,9.68,18.25,14.8,502350,214,JEPX public intraday CSV
2026-05-27,3,18.0,18.08,3.0,15.89,13.81,505450,226,JEPX public intraday CSV
2026-05-27,4,18.0,22.71,3.0,17.82,14.43,558050,245,JEPX public intraday CSV
2026-05-27,5,16.8,23.0,3.0,17.42,14.64,575850,206,JEPX public intraday CSV
2026-05-27,6,17.29,18.12,9.78,15.44,14.96,521350,182,JEPX public intraday CSV
2026-05-27,7,18.49,18.96,3.0,15.15,14.8,566950,233,JEPX public intraday CSV
2026-05-27,8,18.55,22.17,9.42,18.66,15.42,720600,230,JEPX public intraday CSV
2026-05-27,9,18.43,22.17,7.05,15.42,15.53,697500,236,JEPX public intraday CSV
2026-05-27,10,18.34,22.23,9.5,17.46,15.6,713150,218,JEPX public intraday CSV
2026-05-27,11,22.55,22.55,6.96,18.55,14.3,642800,254,JEPX public intraday CSV
2026-05-27,12,18.01,18.08,7.05,15.0,14.54,676400,249,JEPX public intraday CSV
2026-05-27,13,16.84,17.35,6.78,14.0,13.72,691600,230,JEPX public intraday CSV
2026-05-27,14,16.22,16.73,8.49,10.01,13.36,674600,239,JEPX public intraday CSV
2026-05-27,15,16.24,16.74,8.78,16.0,13.61,681900,252,JEPX public intraday CSV
2026-05-27,16,17.39,17.46,8.92,17.46,13.93,768700,259,JEPX public intraday CSV
2026-05-27,17,17.6,18.48,10.59,11.78,16.41,777200,340,JEPX public intraday CSV
2026-05-27,18,18.11,18.18,10.23,15.01,16.12,761150,322,JEPX public intraday CSV
2026-05-27,19,18.11,18.51,8.99,18.51,16.36,781450,323,JEPX public intraday CSV
2026-05-27,20,18.11,20.01,8.99,20.01,16.52,851650,364,JEPX public intraday CSV
2026-05-27,21,18.11,25.01,5.77,25.0,16.05,834850,385,JEPX public intraday CSV
2026-05-27,22,18.17,30.0,8.0,11.01,16.98,880750,388,JEPX public intraday CSV
2026-05-27,23,18.55,25.0,8.53,18.55,17.3,860800,380,JEPX public intraday CSV
2026-05-27,24,18.55,25.02,6.77,8.16,17.42,811300,344,JEPX public intraday CSV
2026-05-27,25,17.87,18.21,6.0,9.34,15.81,689150,395,JEPX public intraday CSV
2026-05-27,26,18.02,20.27,5.99,10.01,16.75,651200,390,JEPX public intraday CSV
2026-05-27,27,22.46,26.95,7.34,15.91,20.55,557050,370,JEPX public intraday CSV
2026-05-27,28,30.04,40.11,11.76,28.62,27.91,479200,340,JEPX public intraday CSV
2026-05-27,29,31.04,37.3,10.0,14.09,26.77,604750,371,JEPX public intraday CSV
2026-05-27,30,44.01,45.4,10.23,10.23,34.71,796900,391,JEPX public intraday CSV
2026-05-27,31,49.0,60.0,10.0,50.02,39.24,463550,328,JEPX public intraday CSV
2026-05-27,32,39.92,47.02,10.42,19.9,36.77,468600,298,JEPX public intraday CSV
2026-05-27,33,30.0,40.0,3.0,24.09,29.32,415750,318,JEPX public intraday CSV
2026-05-27,34,30.0,47.0,5.0,23.31,33.01,743650,327,JEPX public intraday CSV
2026-05-27,35,30.93,36.0,3.0,29.9,30.94,418950,279,JEPX public intraday CSV
2026-05-27,36,30.0,35.0,8.88,27.0,30.45,296400,287,JEPX public intraday CSV
2026-05-27,37,31.99,50.0,9.83,34.89,34.33,777100,312,JEPX public intraday CSV
2026-05-27,38,39.93,60.0,10.81,25.24,38.33,705100,319,JEPX public intraday CSV
2026-05-27,39,39.92,47.99,17.82,24.4,32.67,595800,302,JEPX public intraday CSV
2026-05-27,40,30.0,35.0,17.0,29.9,28.21,404150,266,JEPX public intraday CSV
2026-05-27,41,26.0,32.26,17.0,28.16,27.64,278950,208,JEPX public intraday CSV
2026-05-27,42,25.0,27.41,9.36,26.01,25.31,405350,229,JEPX public intraday CSV
2026-05-27,43,26.0,30.99,9.35,30.99,26.45,455800,214,JEPX public intraday CSV
2026-05-27,44,19.3,22.71,6.0,21.2,19.92,545750,249,JEPX public intraday CSV
2026-05-27,45,20.42,23.51,5.0,20.51,18.79,1115700,491,JEPX public intraday CSV
2026-05-27,46,21.0,24.27,11.15,23.67,18.93,619200,340,JEPX public intraday CSV
2026-05-27,47,20.49,21.48,8.97,20.58,17.79,617150,382,JEPX public intraday CSV
2026-05-27,48,18.57,20.67,7.35,18.67,15.76,887250,304,JEPX public intraday CSV
2026-05-28,1,18.6,19.8,9.0,9.0,17.94,118550,107,JEPX public intraday CSV
2026-05-28,2,17.75,18.5,8.77,15.21,15.46,155650,96,JEPX public intraday CSV
2026-05-28,3,17.02,20.3,8.77,15.12,16.54,115050,69,JEPX public intraday CSV
2026-05-28,4,16.89,20.0,5.3,16.89,16.14,153000,72,JEPX public intraday CSV
2026-05-28,5,17.1,19.75,0.02,17.06,17.28,222500,62,JEPX public intraday CSV
2026-05-28,6,17.31,18.67,1.9,17.31,16.99,224700,78,JEPX public intraday CSV
2026-05-28,7,17.59,18.5,2.9,11.8,14.29,211700,93,JEPX public intraday CSV
2026-05-28,8,17.59,18.5,3.0,15.47,15.39,261150,99,JEPX public intraday CSV
2026-05-28,9,17.62,18.5,4.0,17.6,15.25,288450,105,JEPX public intraday CSV
2026-05-28,10,17.69,19.69,9.07,17.32,16.31,292900,123,JEPX public intraday CSV
2026-05-28,11,17.69,20.89,0.15,17.69,16.1,381900,169,JEPX public intraday CSV
2026-05-28,12,17.31,20.31,9.0,15.27,16.72,307700,146,JEPX public intraday CSV
2026-05-28,13,17.5,17.5,10.49,14.97,16.32,307350,143,JEPX public intraday CSV
2026-05-28,14,16.97,17.46,9.36,17.46,15.44,493200,184,JEPX public intraday CSV
2026-05-28,15,17.19,17.21,6.0,14.0,14.63,529400,189,JEPX public intraday CSV
2026-05-28,16,17.38,17.89,4.5,12.74,15.39,477700,184,JEPX public intraday CSV
2026-05-28,17,18.05,20.05,0.01,11.87,16.84,422900,171,JEPX public intraday CSV
2026-05-28,18,18.86,20.86,1.0,12.01,17.81,378850,168,JEPX public intraday CSV
2026-05-28,19,23.0,27.0,0.01,20.0,20.98,442850,209,JEPX public intraday CSV
2026-05-28,20,29.9,34.9,0.01,25.0,24.8,408150,232,JEPX public intraday CSV
2026-05-28,21,29.99,33.0,0.01,24.89,24.49,396550,214,JEPX public intraday CSV
2026-05-28,22,0.01,27.21,0.01,12.01,20.62,489650,227,JEPX public intraday CSV
2026-05-28,23,0.01,27.73,0.01,12.01,21.03,459400,255,JEPX public intraday CSV
2026-05-28,24,0.01,30.0,0.01,0.01,20.55,524750,287,JEPX public intraday CSV
2026-05-28,25,17.94,21.72,0.01,17.94,17.57,546400,244,JEPX public intraday CSV
2026-05-28,26,18.91,23.91,7.49,15.0,18.02,576600,260,JEPX public intraday CSV
2026-05-28,27,26.22,40.0,6.49,20.0,23.99,543850,307,JEPX public intraday CSV
2026-05-28,28,30.5,40.5,0.18,14.77,27.78,737300,306,JEPX public intraday CSV
2026-05-28,29,0.01,67.92,0.01,25.21,29.92,683550,286,JEPX public intraday CSV
2026-05-28,30,0.01,62.15,0.01,26.25,32.33,636100,267,JEPX public intraday CSV
2026-05-28,31,31.0,60.0,0.02,31.04,32.37,651000,297,JEPX public intraday CSV
2026-05-28,32,33.0,55.69,0.01,50.01,35.02,612350,263,JEPX public intraday CSV
2026-05-28,33,31.0,65.0,0.02,50.01,32.76,1157050,403,JEPX public intraday CSV
2026-05-28,34,30.1,67.92,1.0,45.01,34.03,1290400,379,JEPX public intraday CSV
2026-05-28,35,30.0,43.1,2.51,35.0,28.13,969700,430,JEPX public intraday CSV
2026-05-28,36,30.6,46.0,1.0,41.0,31.7,777300,375,JEPX public intraday CSV
2026-05-28,37,48.0,55.0,15.89,50.0,34.25,840500,384,JEPX public intraday CSV
2026-05-28,38,45.0,54.5,1.12,28.16,35.07,854200,350,JEPX public intraday CSV
2026-05-28,39,38.0,45.0,15.21,28.92,29.31,812600,368,JEPX public intraday CSV
2026-05-28,40,38.0,41.5,18.54,26.43,29.29,596200,295,JEPX public intraday CSV
