date,market,region,asset_class,frequency,contract,price,currency,unit
2025-12-31,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,7.864583333333333,JPY,JPY/kWh
2026-01-01,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.913958333333333,JPY,JPY/kWh
2026-01-02,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.706875,JPY,JPY/kWh
2026-01-03,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.27375,JPY,JPY/kWh
2026-01-04,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.434375000000001,JPY,JPY/kWh
2026-01-05,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.612499999999999,JPY,JPY/kWh
2026-01-06,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.844999999999999,JPY,JPY/kWh
2026-01-07,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.22625,JPY,JPY/kWh
2026-01-08,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.255416666666667,JPY,JPY/kWh
2026-01-09,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.505208333333334,JPY,JPY/kWh
2026-01-10,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.373958333333333,JPY,JPY/kWh
2026-01-11,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.428749999999999,JPY,JPY/kWh
2026-01-12,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.563541666666667,JPY,JPY/kWh
2026-01-13,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.605,JPY,JPY/kWh
2026-01-14,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.548541666666667,JPY,JPY/kWh
2026-01-15,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.428958333333334,JPY,JPY/kWh
2026-01-16,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.738541666666666,JPY,JPY/kWh
2026-01-17,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.629166666666666,JPY,JPY/kWh
2026-01-18,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.326666666666666,JPY,JPY/kWh
2026-01-19,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.322916666666666,JPY,JPY/kWh
2026-01-20,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.488750000000001,JPY,JPY/kWh
2026-01-21,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.367916666666666,JPY,JPY/kWh
2026-01-22,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.002083333333333,JPY,JPY/kWh
2026-01-23,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.278958333333334,JPY,JPY/kWh
2026-01-24,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.929583333333333,JPY,JPY/kWh
2026-01-25,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.517916666666666,JPY,JPY/kWh
2026-01-26,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,15.038125,JPY,JPY/kWh
2026-01-27,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.498958333333334,JPY,JPY/kWh
2026-01-28,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.989791666666667,JPY,JPY/kWh
2026-01-29,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.29875,JPY,JPY/kWh
2026-01-30,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.66125,JPY,JPY/kWh
2026-01-31,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.528125000000001,JPY,JPY/kWh
2026-02-01,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.4825,JPY,JPY/kWh
2026-02-02,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.495,JPY,JPY/kWh
2026-02-03,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.708541666666667,JPY,JPY/kWh
2026-02-04,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.8725,JPY,JPY/kWh
2026-02-05,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.42875,JPY,JPY/kWh
2026-02-06,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.146458333333333,JPY,JPY/kWh
2026-02-07,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.011666666666668,JPY,JPY/kWh
2026-02-08,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.014375000000001,JPY,JPY/kWh
2026-02-09,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.646875,JPY,JPY/kWh
2026-02-10,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.82875,JPY,JPY/kWh
2026-02-11,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.847499999999998,JPY,JPY/kWh
2026-02-12,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.180416666666666,JPY,JPY/kWh
2026-02-13,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.075208333333334,JPY,JPY/kWh
2026-02-14,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.866249999999999,JPY,JPY/kWh
2026-02-15,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,7.927499999999999,JPY,JPY/kWh
2026-02-16,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.062708333333333,JPY,JPY/kWh
2026-02-17,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.556041666666667,JPY,JPY/kWh
2026-02-18,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.107916666666666,JPY,JPY/kWh
2026-02-19,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.808333333333332,JPY,JPY/kWh
2026-02-20,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.780416666666667,JPY,JPY/kWh
2026-02-21,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.260833333333332,JPY,JPY/kWh
2026-02-22,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,7.343958333333333,JPY,JPY/kWh
2026-02-23,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,7.16875,JPY,JPY/kWh
2026-02-24,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.602083333333333,JPY,JPY/kWh
2026-02-25,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.533333333333333,JPY,JPY/kWh
2026-02-26,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.275833333333333,JPY,JPY/kWh
2026-02-27,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.478958333333333,JPY,JPY/kWh
2026-02-28,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,7.191666666666666,JPY,JPY/kWh
2026-03-01,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,6.505624999999999,JPY,JPY/kWh
2026-03-02,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.050833333333333,JPY,JPY/kWh
2026-03-03,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.494375,JPY,JPY/kWh
2026-03-04,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.759583333333333,JPY,JPY/kWh
2026-03-05,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.16375,JPY,JPY/kWh
2026-03-06,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.472708333333333,JPY,JPY/kWh
2026-03-07,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.147499999999999,JPY,JPY/kWh
2026-03-08,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,7.886041666666666,JPY,JPY/kWh
2026-03-09,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.427083333333334,JPY,JPY/kWh
2026-03-10,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.530625,JPY,JPY/kWh
2026-03-11,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.918125000000002,JPY,JPY/kWh
2026-03-12,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.474166666666667,JPY,JPY/kWh
2026-03-13,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.493333333333332,JPY,JPY/kWh
2026-03-14,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.66625,JPY,JPY/kWh
2026-03-15,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.388541666666667,JPY,JPY/kWh
2026-03-16,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.566458333333335,JPY,JPY/kWh
2026-03-17,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.928958333333334,JPY,JPY/kWh
2026-03-18,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,16.787291666666665,JPY,JPY/kWh
2026-03-19,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.799583333333333,JPY,JPY/kWh
2026-03-20,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.841041666666667,JPY,JPY/kWh
2026-03-21,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.840625000000001,JPY,JPY/kWh
2026-03-22,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.662708333333333,JPY,JPY/kWh
2026-03-23,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.493333333333332,JPY,JPY/kWh
2026-03-24,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.432916666666666,JPY,JPY/kWh
2026-03-25,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,17.485625,JPY,JPY/kWh
2026-03-26,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,15.369791666666666,JPY,JPY/kWh
2026-03-27,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.08375,JPY,JPY/kWh
2026-03-28,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.574583333333333,JPY,JPY/kWh
2026-03-29,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,7.979166666666667,JPY,JPY/kWh
2026-03-30,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.706041666666666,JPY,JPY/kWh
2026-03-31,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.793125000000002,JPY,JPY/kWh
2026-04-01,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,23.152291666666667,JPY,JPY/kWh
2026-04-02,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,17.461041666666667,JPY,JPY/kWh
2026-04-03,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.683124999999999,JPY,JPY/kWh
2026-04-04,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,16.820833333333333,JPY,JPY/kWh
2026-04-05,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.112916666666667,JPY,JPY/kWh
2026-04-06,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.675416666666665,JPY,JPY/kWh
2026-04-07,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,20.06625,JPY,JPY/kWh
2026-04-08,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.746875000000001,JPY,JPY/kWh
2026-04-09,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,17.930208333333333,JPY,JPY/kWh
2026-04-10,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,22.3925,JPY,JPY/kWh
2026-04-11,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.029583333333333,JPY,JPY/kWh
2026-04-12,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.597083333333334,JPY,JPY/kWh
2026-04-13,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.947708333333333,JPY,JPY/kWh
2026-04-14,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,17.085208333333334,JPY,JPY/kWh
2026-04-15,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,19.815,JPY,JPY/kWh
2026-04-16,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.615,JPY,JPY/kWh
2026-04-17,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.426458333333334,JPY,JPY/kWh
2026-04-18,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.193958333333333,JPY,JPY/kWh
2026-04-19,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.819166666666666,JPY,JPY/kWh
2026-04-20,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.555833333333334,JPY,JPY/kWh
2026-04-21,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.862708333333332,JPY,JPY/kWh
2026-04-22,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.962291666666667,JPY,JPY/kWh
2026-04-23,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,19.639791666666667,JPY,JPY/kWh
2026-04-24,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.512083333333335,JPY,JPY/kWh
2026-04-25,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.521666666666667,JPY,JPY/kWh
2026-04-26,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.202916666666667,JPY,JPY/kWh
2026-04-27,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.96,JPY,JPY/kWh
2026-04-28,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.902916666666668,JPY,JPY/kWh
2026-04-29,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.872291666666667,JPY,JPY/kWh
2026-04-30,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,15.394583333333332,JPY,JPY/kWh
2026-05-01,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,15.034374999999999,JPY,JPY/kWh
2026-05-02,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.871666666666666,JPY,JPY/kWh
2026-05-03,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.296458333333334,JPY,JPY/kWh
2026-05-04,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,7.937916666666666,JPY,JPY/kWh
2026-05-05,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,6.877916666666667,JPY,JPY/kWh
2026-05-06,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.102708333333334,JPY,JPY/kWh
2026-05-07,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.4825,JPY,JPY/kWh
2026-05-08,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,16.137083333333333,JPY,JPY/kWh
2026-05-09,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.022083333333333,JPY,JPY/kWh
2026-05-10,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.96625,JPY,JPY/kWh
2026-05-11,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.059166666666668,JPY,JPY/kWh
2026-05-12,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,15.24125,JPY,JPY/kWh
2026-05-13,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,16.187291666666667,JPY,JPY/kWh
2026-05-14,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,16.973125,JPY,JPY/kWh
2026-05-15,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.666666666666666,JPY,JPY/kWh
2026-05-16,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.387291666666666,JPY,JPY/kWh
2026-05-17,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,9.298125,JPY,JPY/kWh
2026-05-18,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.985624999999999,JPY,JPY/kWh
2026-05-19,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.574166666666665,JPY,JPY/kWh
2026-05-20,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,19.516041666666666,JPY,JPY/kWh
2026-05-21,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,20.416875,JPY,JPY/kWh
2026-05-22,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,16.901875,JPY,JPY/kWh
2026-05-23,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.000416666666666,JPY,JPY/kWh
2026-05-24,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.67,JPY,JPY/kWh
2026-05-25,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,17.268125,JPY,JPY/kWh
2026-05-26,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,21.198541666666667,JPY,JPY/kWh
2026-05-27,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,21.842291666666668,JPY,JPY/kWh
2026-05-28,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,22.358541666666667,JPY,JPY/kWh
2026-05-29,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,18.316041666666667,JPY,JPY/kWh
2026-05-30,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.075833333333334,JPY,JPY/kWh
2026-05-31,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.099791666666667,JPY,JPY/kWh
2026-06-01,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,18.252708333333334,JPY,JPY/kWh
2026-06-02,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,22.080416666666668,JPY,JPY/kWh
2026-06-03,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,21.404791666666668,JPY,JPY/kWh
2026-06-04,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,19.449166666666667,JPY,JPY/kWh
2026-06-05,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,16.430625,JPY,JPY/kWh
2026-06-06,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.486666666666666,JPY,JPY/kWh
2026-06-07,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.872291666666667,JPY,JPY/kWh
2026-06-08,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,16.622916666666665,JPY,JPY/kWh
2026-06-09,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,18.218125,JPY,JPY/kWh
2026-06-10,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.676666666666668,JPY,JPY/kWh
2026-06-11,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.790208333333332,JPY,JPY/kWh
2026-06-12,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.447916666666666,JPY,JPY/kWh
2026-06-13,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.205,JPY,JPY/kWh
2026-06-14,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.973958333333334,JPY,JPY/kWh
2026-06-15,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,15.940416666666666,JPY,JPY/kWh
2026-06-16,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,15.228333333333333,JPY,JPY/kWh
2026-06-17,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,17.161875,JPY,JPY/kWh
2026-06-18,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,17.999791666666667,JPY,JPY/kWh
2026-06-19,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,17.918333333333333,JPY,JPY/kWh
2026-06-20,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,15.473958333333334,JPY,JPY/kWh
2026-06-21,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.933541666666665,JPY,JPY/kWh
2026-06-22,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.098541666666668,JPY,JPY/kWh
2026-06-23,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.122291666666667,JPY,JPY/kWh
2026-06-24,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.729791666666666,JPY,JPY/kWh
2026-06-25,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,15.28125,JPY,JPY/kWh
2026-06-26,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,15.029791666666666,JPY,JPY/kWh
2026-06-27,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.9325,JPY,JPY/kWh
2026-06-28,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,8.021458333333333,JPY,JPY/kWh
2026-06-29,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,11.37,JPY,JPY/kWh
2026-06-30,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.733958333333334,JPY,JPY/kWh
2026-07-01,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.021666666666667,JPY,JPY/kWh
2026-07-02,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.140833333333333,JPY,JPY/kWh
2026-07-03,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.091666666666667,JPY,JPY/kWh
2026-07-04,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.572708333333333,JPY,JPY/kWh
2026-07-05,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,10.046249999999999,JPY,JPY/kWh
2026-07-06,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.481250000000001,JPY,JPY/kWh
2026-07-07,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.647916666666667,JPY,JPY/kWh
2026-07-08,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,12.254583333333334,JPY,JPY/kWh
2026-07-09,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.074375000000002,JPY,JPY/kWh
2026-07-10,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.517708333333333,JPY,JPY/kWh
2026-07-11,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,13.865416666666667,JPY,JPY/kWh
2026-07-12,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,14.997083333333334,JPY,JPY/kWh
2026-07-13,JEPX_SYSTEM,Japan,Power,daily,day-ahead physical,19.110208333333333,JPY,JPY/kWh
2025-04-01,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,16.869375,JPY,JPY/kWh
2025-04-02,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,16.125208333333333,JPY,JPY/kWh
2025-04-03,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,17.237083333333334,JPY,JPY/kWh
2025-04-04,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,14.069791666666667,JPY,JPY/kWh
2025-04-05,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,11.787291666666667,JPY,JPY/kWh
2025-04-06,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,11.808750000000002,JPY,JPY/kWh
2025-04-07,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,12.25,JPY,JPY/kWh
2025-04-08,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,12.106458333333334,JPY,JPY/kWh
2025-04-09,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,12.122916666666667,JPY,JPY/kWh
2025-04-10,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,13.412916666666668,JPY,JPY/kWh
2025-04-11,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,12.880625,JPY,JPY/kWh
2025-04-12,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,9.314375,JPY,JPY/kWh
2025-04-13,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,11.874166666666667,JPY,JPY/kWh
2025-04-14,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,11.200000000000001,JPY,JPY/kWh
2025-04-15,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,11.729375,JPY,JPY/kWh
2025-04-16,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,10.653125000000001,JPY,JPY/kWh
2025-04-17,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,8.352083333333333,JPY,JPY/kWh
2025-04-18,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,10.995833333333332,JPY,JPY/kWh
2025-04-19,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,7.970208333333333,JPY,JPY/kWh
2025-04-20,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,9.241249999999999,JPY,JPY/kWh
2025-04-21,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,9.591666666666667,JPY,JPY/kWh
2025-04-22,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,10.662291666666667,JPY,JPY/kWh
2025-04-23,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,13.02625,JPY,JPY/kWh
2025-04-24,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,11.577916666666667,JPY,JPY/kWh
2025-04-25,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,11.627083333333333,JPY,JPY/kWh
2025-04-26,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,8.748125,JPY,JPY/kWh
2025-04-27,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,7.191041666666667,JPY,JPY/kWh
2025-04-28,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,11.840000000000002,JPY,JPY/kWh
2025-04-29,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,7.624375000000001,JPY,JPY/kWh
2025-04-30,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,9.687083333333334,JPY,JPY/kWh
2025-05-01,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,11.280208333333334,JPY,JPY/kWh
2025-05-02,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,12.957500000000001,JPY,JPY/kWh
2025-05-03,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,7.538333333333334,JPY,JPY/kWh
2025-05-04,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,7.488541666666666,JPY,JPY/kWh
2025-05-05,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,6.989583333333333,JPY,JPY/kWh
2025-05-06,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,12.078125,JPY,JPY/kWh
2025-05-07,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,9.082708333333334,JPY,JPY/kWh
2025-05-08,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,10.419791666666667,JPY,JPY/kWh
2025-05-09,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,11.9275,JPY,JPY/kWh
2025-05-10,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,11.011458333333332,JPY,JPY/kWh
2025-05-11,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,9.468333333333334,JPY,JPY/kWh
2025-05-12,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,11.582291666666668,JPY,JPY/kWh
2025-05-13,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,9.239166666666668,JPY,JPY/kWh
2025-05-14,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,12.132083333333334,JPY,JPY/kWh
2025-05-15,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,12.0025,JPY,JPY/kWh
2025-05-16,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,11.777291666666668,JPY,JPY/kWh
2025-05-17,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,12.867083333333333,JPY,JPY/kWh
2025-05-18,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,8.619375,JPY,JPY/kWh
2025-05-19,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,12.823749999999999,JPY,JPY/kWh
2025-05-20,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,12.810208333333334,JPY,JPY/kWh
2025-05-21,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,12.997916666666667,JPY,JPY/kWh
2025-05-22,JEPX_TOKYO,Tokyo,Power,daily,day-ahead physical,13.026458333333332,JPY,JPY/kWh
