date,area,demand_peak_mw,demand_avg_mw,thermal_avg_mw,residual_thermal_peak_mw,renewable_curtailment_mwh,solar_midday_avg_mw,demand_midday_avg_mw,thermal_midday_avg_mw,thermal_evening_avg_mw,thermal_ramp_mw,solar_share_midday_pct,source
2026-04-26,Kansai,13326,11586.083,3713.062,7404,2898.0,4257.5,11833.625,2975.625,4259.125,1283.5,35.978,JapanesePower.org regional half-hourly supply mix
2026-04-27,Kansai,15578,13438.438,4382.667,8791,0.0,4460.125,15195.0,3341.625,5411.5,2069.875,29.353,JapanesePower.org regional half-hourly supply mix
2026-04-28,Kansai,15971,13663.583,3882.688,8803,0.0,5835.875,15667.625,2279.875,5153.0,2873.125,37.248,JapanesePower.org regional half-hourly supply mix
2026-04-29,Kansai,13350,12145.333,3943.875,7781,0.0,2381.75,12801.0,2371.125,5071.125,2700.0,18.606,JapanesePower.org regional half-hourly supply mix
2026-04-30,Kansai,14602,12845.5,4762.604,8322,0.0,1269.875,14234.0,4445.125,5165.75,720.625,8.921,JapanesePower.org regional half-hourly supply mix
2026-05-01,Kansai,14345,12604.833,3894.062,7556,0.0,3163.0,13887.75,3613.75,4308.375,694.625,22.775,JapanesePower.org regional half-hourly supply mix
2026-05-02,Kansai,12540,11262.271,2293.917,6655,15283.0,3354.125,11872.375,1413.375,3036.625,1623.25,28.252,JapanesePower.org regional half-hourly supply mix
2026-05-03,Kansai,12632,11104.521,2717.542,6866,0.0,1255.875,11516.25,2762.25,3054.75,292.5,10.905,JapanesePower.org regional half-hourly supply mix
2026-05-04,Kansai,12234,10761.354,1961.0,6578,5645.0,2935.125,10933.25,1542.0,2214.5,672.5,26.846,JapanesePower.org regional half-hourly supply mix
2026-05-05,Kansai,12291,10748.729,1719.562,6324,15946.0,3669.375,11070.5,1311.875,2479.75,1167.875,33.146,JapanesePower.org regional half-hourly supply mix
2026-05-06,Kansai,13069,11369.917,2185.083,6805,0.0,2264.375,11935.625,1643.25,3020.75,1377.5,18.972,JapanesePower.org regional half-hourly supply mix
2026-05-07,Kansai,15478,13162.75,3293.208,8513,0.0,5695.75,15086.875,2266.875,5177.75,2910.875,37.753,JapanesePower.org regional half-hourly supply mix
2026-05-08,Kansai,15560,13444.229,5528.958,9254,0.0,2381.0,15151.625,6022.625,6678.25,655.625,15.714,JapanesePower.org regional half-hourly supply mix
2026-05-09,Kansai,13343,12090.167,3522.229,8059,12122.5,4156.875,13144.125,2795.75,3463.375,667.625,31.625,JapanesePower.org regional half-hourly supply mix
2026-05-10,Kansai,12945,11388.75,3234.792,7622,16100.0,3710.375,11664.875,2535.875,3671.0,1135.125,31.808,JapanesePower.org regional half-hourly supply mix
2026-05-11,Kansai,15887,13483.5,4841.333,9883,0.0,5973.75,15527.0,3682.25,7076.875,3394.625,38.473,JapanesePower.org regional half-hourly supply mix
2026-05-12,Kansai,16361,14041.479,5265.208,10363,0.0,4775.875,15951.75,3748.625,6972.0,3223.375,29.94,JapanesePower.org regional half-hourly supply mix
2026-05-13,Kansai,17272,14383.688,5370.292,10723,0.0,5064.0,16803.0,4176.5,7023.75,2847.25,30.137,JapanesePower.org regional half-hourly supply mix
2026-05-14,Kansai,17259,14375.604,5593.625,10543,0.0,5801.5,16814.875,5017.25,6656.25,1639.0,34.502,JapanesePower.org regional half-hourly supply mix
2026-05-15,Kansai,17142,14305.854,5363.562,10271,0.0,6070.5,16611.75,4000.625,6540.0,2539.375,36.543,JapanesePower.org regional half-hourly supply mix
2026-05-16,Kansai,14468,12825.417,3936.396,8927,2581.5,5546.75,14245.0,2416.25,4782.875,2366.625,38.938,JapanesePower.org regional half-hourly supply mix
2026-05-17,Kansai,13894,12042.688,3521.917,8840,7271.0,5019.375,12712.625,2035.625,5000.375,2964.75,39.483,JapanesePower.org regional half-hourly supply mix
2026-05-18,Kansai,18280,14538.271,5472.146,11186,0.0,6158.25,17409.5,4672.875,7275.375,2602.5,35.373,JapanesePower.org regional half-hourly supply mix
2026-05-19,Kansai,18357,15036.688,5972.104,11836,0.0,6144.0,17724.75,4476.75,8017.25,3540.5,34.663,JapanesePower.org regional half-hourly supply mix
2026-05-20,Kansai,19122,15451.333,6660.917,12986,0.0,4712.625,18157.25,6166.0,7490.125,1324.125,25.955,JapanesePower.org regional half-hourly supply mix
2026-05-21,Kansai,18942,15711.229,6790.354,13395,0.0,1171.0,18588.5,7556.5,7343.25,-213.25,6.3,JapanesePower.org regional half-hourly supply mix
2026-05-22,Kansai,17344,14697.521,6132.958,10617,0.0,3335.625,17017.875,5861.25,6726.125,864.875,19.601,JapanesePower.org regional half-hourly supply mix
2026-05-23,Kansai,13800,12609.854,4286.833,9038,0.0,3648.25,13575.75,3172.375,5696.5,2524.125,26.873,JapanesePower.org regional half-hourly supply mix
2026-05-24,Kansai,14133,12259.667,3708.604,9466,0.0,5171.625,13274.125,2149.0,5083.875,2934.875,38.96,JapanesePower.org regional half-hourly supply mix
2026-05-25,Kansai,18798,14900.771,5515.104,11877,0.0,6135.625,18016.875,4127.75,8138.0,4010.25,34.055,JapanesePower.org regional half-hourly supply mix
2026-05-26,Kansai,19284,15424.375,6597.688,11944,0.0,5452.375,18342.0,5744.25,8148.0,2403.75,29.726,JapanesePower.org regional half-hourly supply mix
2026-05-27,Kansai,17796,14968.75,6746.646,11835,0.0,1519.0,17329.75,6982.375,7755.25,772.875,8.765,JapanesePower.org regional half-hourly supply mix
2026-05-28,Kansai,19241,15385.417,7253.958,12421,0.0,3103.75,18003.125,7493.125,8051.125,558.0,17.24,JapanesePower.org regional half-hourly supply mix
2026-05-29,Kansai,18159,14953.188,6462.354,10020,0.0,5836.625,17790.625,5457.875,7808.625,2350.75,32.807,JapanesePower.org regional half-hourly supply mix
2026-05-30,Kansai,14510,12713.604,3929.812,8254,5307.0,5139.5,13947.0,2635.875,5743.5,3107.625,36.85,JapanesePower.org regional half-hourly supply mix
2026-05-31,Kansai,14575,12238.312,3837.625,8143,0.0,3407.375,12631.75,3054.0,5534.625,2480.625,26.975,JapanesePower.org regional half-hourly supply mix
2026-06-01,Kansai,18554,14970.521,5915.375,10516,0.0,5412.875,18092.125,5708.625,8819.0,3110.375,29.918,JapanesePower.org regional half-hourly supply mix
2026-06-02,Kansai,17586,14808.125,7224.604,10599,0.0,1057.375,17241.875,8154.5,7902.5,-252.0,6.133,JapanesePower.org regional half-hourly supply mix
2026-06-03,Kansai,17922,14840.0,6663.979,9348,0.0,3543.125,17483.5,6927.5,7734.0,806.5,20.266,JapanesePower.org regional half-hourly supply mix
2026-06-04,Kansai,17530,14692.708,6205.5,10418,0.0,2536.375,16690.125,6299.125,7752.625,1453.5,15.197,JapanesePower.org regional half-hourly supply mix
2026-06-05,Kansai,16979,14472.062,6589.479,9419,0.0,2178.25,16485.25,7123.25,7524.375,401.125,13.213,JapanesePower.org regional half-hourly supply mix
2026-06-06,Kansai,14577,12992.042,4196.021,7720,42.5,4580.25,14306.75,3017.25,4904.625,1887.375,32.015,JapanesePower.org regional half-hourly supply mix
2026-06-07,Kansai,13772,12392.771,4343.25,7116,0.0,654.625,13333.625,4089.375,5093.75,1004.375,4.91,JapanesePower.org regional half-hourly supply mix
2026-06-08,Kansai,17495,14455.75,6834.208,10192,0.0,2580.625,17171.375,7451.125,8329.375,878.25,15.029,JapanesePower.org regional half-hourly supply mix
2026-06-09,Kansai,16521,14250.042,6682.25,8645,0.0,1536.25,16123.0,7598.625,7154.875,-443.75,9.528,JapanesePower.org regional half-hourly supply mix
2026-06-10,Kansai,17042,14396.979,5517.625,8914,0.0,5739.625,16409.125,4540.5,7350.25,2809.75,34.978,JapanesePower.org regional half-hourly supply mix
2026-06-11,Kansai,17692,14734.583,5626.771,9253,0.0,5109.625,17026.75,5144.625,7228.375,2083.75,30.009,JapanesePower.org regional half-hourly supply mix
2026-06-12,Kansai,18142,15037.938,5607.042,9471,0.0,5543.25,17680.0,5378.5,6687.5,1309.0,31.353,JapanesePower.org regional half-hourly supply mix
2026-06-13,Kansai,15201,13369.854,4225.208,8240,398.5,5478.875,14828.375,3289.0,5424.5,2135.5,36.949,JapanesePower.org regional half-hourly supply mix
2026-06-14,Kansai,14318,12562.021,4259.833,7869,107.5,2570.375,13357.5,3897.875,4814.25,916.375,19.243,JapanesePower.org regional half-hourly supply mix
2026-06-15,Kansai,17941,14538.562,6144.604,9859,0.0,3707.375,16733.5,6188.125,7889.0,1700.875,22.155,JapanesePower.org regional half-hourly supply mix
2026-06-16,Kansai,17530,14826.75,6704.271,10099,0.0,2908.125,17133.625,6247.0,8097.875,1850.875,16.973,JapanesePower.org regional half-hourly supply mix
2026-06-17,Kansai,18269,15272.0,7140.604,10624,0.0,3155.875,17918.375,6989.0,8203.75,1214.75,17.613,JapanesePower.org regional half-hourly supply mix
2026-06-18,Kansai,19459,15891.417,6989.479,11172,0.0,4042.875,18561.125,7255.5,8164.125,908.625,21.781,JapanesePower.org regional half-hourly supply mix
2026-06-19,Kansai,20147,16341.292,7418.333,11848,0.0,3245.25,19484.125,8093.125,8581.625,488.5,16.656,JapanesePower.org regional half-hourly supply mix
2026-06-20,Kansai,16470,14381.646,5808.771,9495,0.0,1039.125,16173.75,6379.875,6811.125,431.25,6.425,JapanesePower.org regional half-hourly supply mix
2026-06-21,Kansai,15148,13443.417,4269.708,8427,3711.5,3878.25,14921.125,4096.625,5136.125,1039.5,25.992,JapanesePower.org regional half-hourly supply mix
2026-06-22,Kansai,17942,14778.875,6109.875,10331,0.0,1559.125,17525.625,7232.375,7119.125,-113.25,8.896,JapanesePower.org regional half-hourly supply mix
2026-06-23,Kansai,17163,14654.438,5529.042,9302,0.0,2140.0,16813.75,5914.625,6382.625,468.0,12.728,JapanesePower.org regional half-hourly supply mix
2026-06-24,Kansai,17193,14619.062,5633.292,9483,0.0,965.75,16775.625,6598.875,6203.875,-395.0,5.757,JapanesePower.org regional half-hourly supply mix
2026-06-25,Kansai,17689,14968.5,5554.021,10009,0.0,898.0,17346.375,6621.0,6281.75,-339.25,5.177,JapanesePower.org regional half-hourly supply mix
2026-06-26,Kansai,17862,15003.708,5737.125,10242,0.0,1093.625,17520.625,7120.875,6373.375,-747.5,6.242,JapanesePower.org regional half-hourly supply mix
2026-06-27,Kansai,14322,12945.271,4555.729,7275,0.0,1078.0,14102.0,4210.25,5407.125,1196.875,7.644,JapanesePower.org regional half-hourly supply mix
2026-06-28,Kansai,14703,12643.542,4254.0,7555,1266.0,2724.375,13100.0,3919.875,5077.25,1157.375,20.797,JapanesePower.org regional half-hourly supply mix
2026-06-29,Kansai,19968,15755.104,5259.25,10562,0.0,5225.875,19085.875,4285.125,7540.25,3255.125,27.381,JapanesePower.org regional half-hourly supply mix
2026-06-30,Kansai,19609,16056.458,6004.792,10237,0.0,4041.375,18977.625,5398.375,8197.0,2798.625,21.295,JapanesePower.org regional half-hourly supply mix
2026-07-01,Kansai,18724,15626.021,6350.104,10653,0.0,1440.75,18411.75,6820.5,6945.5,125.0,7.825,JapanesePower.org regional half-hourly supply mix
2026-07-02,Kansai,20367,16403.75,6360.917,11251,0.0,3715.5,19538.875,6095.375,8074.625,1979.25,19.016,JapanesePower.org regional half-hourly supply mix
2026-07-03,Kansai,19637,15963.25,5881.854,10163,0.0,5122.875,18639.5,4880.0,7693.0,2813.0,27.484,JapanesePower.org regional half-hourly supply mix
2026-07-04,Kansai,15499,13824.229,5160.5,7784,0.0,1429.625,15273.875,4965.5,5985.75,1020.25,9.36,JapanesePower.org regional half-hourly supply mix
2026-07-05,Kansai,15050,13130.833,5189.875,7638,0.0,924.0,14338.125,4920.125,6023.0,1102.875,6.444,JapanesePower.org regional half-hourly supply mix
2026-07-06,Kansai,18679,15400.917,6484.104,10604,0.0,1255.625,18321.0,6990.25,7814.75,824.5,6.853,JapanesePower.org regional half-hourly supply mix
2026-07-07,Kansai,19206,15755.604,6176.958,10505,0.0,2673.375,17974.125,5263.625,8583.625,3320.0,14.873,JapanesePower.org regional half-hourly supply mix
2026-07-08,Kansai,20643,16741.958,6755.208,11452,0.0,3440.75,19898.125,6289.5,9398.375,3108.875,17.292,JapanesePower.org regional half-hourly supply mix
2026-07-09,Kansai,21514,17261.354,6508.854,12219,0.0,5081.75,20605.75,5391.375,9241.5,3850.125,24.662,JapanesePower.org regional half-hourly supply mix
2026-07-10,Kansai,22380,17637.396,6621.562,12955,0.0,5167.25,21287.125,6123.625,8777.625,2654.0,24.274,JapanesePower.org regional half-hourly supply mix
2026-07-11,Kansai,18118,15664.0,5929.021,10349,0.0,3658.375,17527.25,4993.25,8179.5,3186.25,20.872,JapanesePower.org regional half-hourly supply mix
2026-07-12,Kansai,18716,15603.979,6099.312,11731,0.0,4342.0,17362.125,5195.25,8951.875,3756.625,25.008,JapanesePower.org regional half-hourly supply mix
2024-04-01,Tokyo,31913,27242.625,18192.312,28678,0.0,11583.5,31055.0,13552.5,24204.875,10652.375,37.3,JapanesePower.org regional half-hourly supply mix
2024-04-02,Tokyo,32937,28395.875,19701.125,29089,0.0,13346.75,32051.625,15032.875,24973.375,9940.5,41.641,JapanesePower.org regional half-hourly supply mix
2024-04-03,Tokyo,34053,29515.188,24456.0,31664,0.0,2447.625,32690.75,25566.125,26859.375,1293.25,7.487,JapanesePower.org regional half-hourly supply mix
2024-04-04,Tokyo,32510,28490.062,21362.146,29423,0.0,8750.875,31428.0,18179.375,24402.75,6223.375,27.844,JapanesePower.org regional half-hourly supply mix
2024-04-05,Tokyo,35615,30559.396,24186.75,32472,0.0,1993.25,34742.0,25853.375,26967.25,1113.875,5.737,JapanesePower.org regional half-hourly supply mix
2024-04-06,Tokyo,30098,27097.0,19528.958,27633,0.0,4191.5,28509.25,17592.375,22227.0,4634.625,14.702,JapanesePower.org regional half-hourly supply mix
2024-04-07,Tokyo,27917,24322.271,15303.979,25478,0.0,10470.375,24663.0,10861.375,19571.625,8710.25,42.454,JapanesePower.org regional half-hourly supply mix
2024-04-08,Tokyo,31525,27504.458,20301.646,29076,0.0,6823.5,30609.75,19446.25,24401.5,4955.25,22.292,JapanesePower.org regional half-hourly supply mix
2024-04-09,Tokyo,33337,29189.479,23694.812,30981,0.0,1801.25,32620.75,24793.5,26407.625,1614.125,5.522,JapanesePower.org regional half-hourly supply mix
2024-04-10,Tokyo,32934,28990.021,19003.646,30095,0.0,15647.625,32045.375,13016.625,23188.125,10171.5,48.83,JapanesePower.org regional half-hourly supply mix
2024-04-11,Tokyo,32841,28740.521,20218.583,29266,0.0,11408.375,31325.75,16940.375,24122.625,7182.25,36.419,JapanesePower.org regional half-hourly supply mix
2024-04-12,Tokyo,31968,28126.25,18991.75,28735,0.0,7368.75,31371.125,17507.0,22054.25,4547.25,23.489,JapanesePower.org regional half-hourly supply mix
2024-04-13,Tokyo,27583,24728.312,13878.458,25201,0.0,13746.0,26379.0,9969.75,16956.25,6986.5,52.11,JapanesePower.org regional half-hourly supply mix
2024-04-14,Tokyo,27493,23712.104,13827.646,25031,0.0,15014.625,25284.5,9629.625,18120.75,8491.125,59.383,JapanesePower.org regional half-hourly supply mix
2024-04-15,Tokyo,31892,27026.188,16129.5,28117,0.0,14795.625,31462.375,11942.5,20674.5,8732.0,47.026,JapanesePower.org regional half-hourly supply mix
2024-04-16,Tokyo,31836,27415.542,18339.708,28282,0.0,13036.5,31217.875,15653.75,22110.25,6456.5,41.76,JapanesePower.org regional half-hourly supply mix
2024-04-17,Tokyo,32652,27829.604,17678.625,28750,0.0,11872.875,31945.75,14801.75,21104.125,6302.375,37.166,JapanesePower.org regional half-hourly supply mix
2024-04-18,Tokyo,31144,27322.479,18077.375,28604,0.0,6688.875,30636.5,16892.25,21587.25,4695.0,21.833,JapanesePower.org regional half-hourly supply mix
2024-04-19,Tokyo,32064,27150.312,14845.0,27425,0.0,14401.375,31337.625,11433.375,17432.375,5999.0,45.956,JapanesePower.org regional half-hourly supply mix
2024-04-20,Tokyo,27600,24306.417,13776.5,24748,0.0,11823.25,26556.625,11353.5,16863.25,5509.75,44.521,JapanesePower.org regional half-hourly supply mix
2024-04-21,Tokyo,27374,23334.562,13803.104,24926,0.0,9689.5,24835.5,12069.625,16083.5,4013.875,39.015,JapanesePower.org regional half-hourly supply mix
2024-04-22,Tokyo,30879,26864.979,17977.938,28328,0.0,4329.25,29982.875,17180.375,21135.75,3955.375,14.439,JapanesePower.org regional half-hourly supply mix
2024-04-23,Tokyo,31370,27592.625,19295.646,28949,0.0,3185.875,30568.875,19342.75,22328.125,2985.375,10.422,JapanesePower.org regional half-hourly supply mix
2024-04-24,Tokyo,31805,27992.854,19299.271,29229,0.0,1962.375,30940.0,20144.625,21837.625,1693.0,6.343,JapanesePower.org regional half-hourly supply mix
2024-04-25,Tokyo,32353,27922.417,16072.729,28402,0.0,13470.375,31935.875,12070.75,20629.625,8558.875,42.179,JapanesePower.org regional half-hourly supply mix
2024-04-26,Tokyo,32289,27153.604,15729.562,27903,0.0,12513.75,31368.25,12385.5,19324.25,6938.75,39.893,JapanesePower.org regional half-hourly supply mix
2024-04-27,Tokyo,27414,24163.479,13569.625,24938,0.0,6627.25,25690.375,10917.375,15551.375,4634.0,25.797,JapanesePower.org regional half-hourly supply mix
2024-04-28,Tokyo,27293,23447.375,12671.167,24847,0.0,14946.5,25870.5,9357.0,17302.125,7945.125,57.774,JapanesePower.org regional half-hourly supply mix
2024-04-29,Tokyo,28083,23940.042,14195.083,25592,0.0,11437.125,26358.25,11020.875,17878.75,6857.875,43.391,JapanesePower.org regional half-hourly supply mix
2024-04-30,Tokyo,29890,25721.333,15361.875,27367,0.0,5132.75,28403.375,14439.75,17872.375,3432.625,18.071,JapanesePower.org regional half-hourly supply mix
2024-05-01,Tokyo,29228,25590.667,16973.146,26458,0.0,1498.375,28425.875,17539.25,18467.625,928.375,5.271,JapanesePower.org regional half-hourly supply mix
2024-05-02,Tokyo,28868,24705.604,12872.646,25083,0.0,13772.625,28128.625,11454.625,12690.125,1235.5,48.963,JapanesePower.org regional half-hourly supply mix
2024-05-03,Tokyo,25686,22548.458,11087.438,22977,0.0,15447.0,24582.375,8880.875,11413.375,2532.5,62.838,JapanesePower.org regional half-hourly supply mix
2024-05-04,Tokyo,25987,22357.792,11282.521,23370,0.0,15155.5,24691.125,9534.75,11598.875,2064.125,61.38,JapanesePower.org regional half-hourly supply mix
2024-05-05,Tokyo,26043,22496.708,12707.083,23339,0.0,15282.25,25105.125,9851.5,16631.5,6780.0,60.873,JapanesePower.org regional half-hourly supply mix
2024-05-06,Tokyo,27838,23377.188,14712.708,25150,0.0,4949.0,24776.0,13827.875,17222.5,3394.625,19.975,JapanesePower.org regional half-hourly supply mix
2024-05-07,Tokyo,32524,27404.396,19614.083,28817,0.0,3116.625,31478.875,20344.125,22069.375,1725.25,9.901,JapanesePower.org regional half-hourly supply mix
2024-05-08,Tokyo,32808,27831.312,17929.854,28512,0.0,8499.875,32059.375,14779.375,22048.75,7269.375,26.513,JapanesePower.org regional half-hourly supply mix
2024-05-09,Tokyo,31393,27448.417,17183.125,28310,0.0,9563.25,30379.875,14604.0,19081.375,4477.375,31.479,JapanesePower.org regional half-hourly supply mix
2024-05-10,Tokyo,31904,27387.562,15473.646,27729,0.0,15557.375,31299.125,11033.75,19735.625,8701.875,49.705,JapanesePower.org regional half-hourly supply mix
2024-05-11,Tokyo,27723,24742.104,13930.958,25014,0.0,15461.625,27363.125,9893.75,18268.875,8375.125,56.505,JapanesePower.org regional half-hourly supply mix
2024-05-12,Tokyo,27843,23639.188,14012.458,25285,0.0,7426.625,24769.875,10529.5,17422.625,6893.125,29.982,JapanesePower.org regional half-hourly supply mix
2024-05-13,Tokyo,32538,27729.354,20272.146,28717,0.0,1456.75,32131.625,22412.5,21849.125,-563.375,4.534,JapanesePower.org regional half-hourly supply mix
2024-05-14,Tokyo,31519,27155.333,15658.542,27764,0.0,13475.125,30501.125,12117.625,20327.75,8210.125,44.179,JapanesePower.org regional half-hourly supply mix
2024-05-15,Tokyo,32964,27871.688,17024.146,28789,0.0,13589.125,32337.75,13509.625,22315.75,8806.125,42.022,JapanesePower.org regional half-hourly supply mix
2024-05-16,Tokyo,32253,27948.208,18701.417,28375,0.0,4966.875,31379.0,18601.25,21309.875,2708.625,15.829,JapanesePower.org regional half-hourly supply mix
2024-05-17,Tokyo,33352,28076.667,15603.646,28372,0.0,15185.0,32848.25,13129.75,19746.625,6616.875,46.228,JapanesePower.org regional half-hourly supply mix
2024-05-18,Tokyo,28873,25461.979,13899.938,26095,0.0,15146.75,28516.375,10079.875,19395.5,9315.625,53.116,JapanesePower.org regional half-hourly supply mix
2024-05-19,Tokyo,28278,24025.771,15188.083,25724,0.0,4777.75,25155.375,13308.5,19386.25,6077.75,18.993,JapanesePower.org regional half-hourly supply mix
2024-05-20,Tokyo,31899,27563.771,19097.938,28618,0.0,5792.375,30819.0,18493.125,22711.25,4218.125,18.795,JapanesePower.org regional half-hourly supply mix
2024-05-21,Tokyo,35381,29189.5,17770.375,30238,0.0,13039.875,34405.25,15548.0,22994.25,7446.25,37.901,JapanesePower.org regional half-hourly supply mix
2024-05-22,Tokyo,33319,28089.271,17574.229,28929,0.0,12494.625,32669.5,15425.25,21801.75,6376.5,38.246,JapanesePower.org regional half-hourly supply mix
2024-05-23,Tokyo,33440,28297.458,18900.292,29915,0.0,7641.875,31724.875,18216.25,22788.75,4572.5,24.088,JapanesePower.org regional half-hourly supply mix
2024-05-24,Tokyo,36523,29567.479,18237.146,29793,0.0,12655.0,34867.625,15630.375,21562.25,5931.875,36.294,JapanesePower.org regional half-hourly supply mix
2024-05-25,Tokyo,28375,25094.792,14343.792,25278,0.0,14176.875,28075.125,10042.125,18499.375,8457.25,50.496,JapanesePower.org regional half-hourly supply mix
2024-05-26,Tokyo,28135,23970.333,14653.771,25668,0.0,10178.625,25829.5,12047.125,19347.125,7300.0,39.407,JapanesePower.org regional half-hourly supply mix
2024-05-27,Tokyo,33469,28127.271,20502.854,29878,0.0,4120.125,31821.375,20314.5,23275.5,2961.0,12.948,JapanesePower.org regional half-hourly supply mix
2024-05-28,Tokyo,35596,30279.542,23166.583,32254,0.0,2405.75,35022.625,25456.0,25690.875,234.875,6.869,JapanesePower.org regional half-hourly supply mix
2024-05-29,Tokyo,34671,29173.542,19156.438,29679,0.0,12670.375,33802.375,15805.625,23603.625,7798.0,37.484,JapanesePower.org regional half-hourly supply mix
2024-05-30,Tokyo,35266,29408.646,19281.042,30466,0.0,10998.25,34662.0,16868.5,24689.0,7820.5,31.73,JapanesePower.org regional half-hourly supply mix
2024-05-31,Tokyo,32524,28094.021,20869.979,28688,0.0,4168.25,31249.375,21734.875,21909.25,174.375,13.339,JapanesePower.org regional half-hourly supply mix
2024-06-01,Tokyo,30887,25741.958,15281.042,25524,0.0,14821.75,30075.0,12293.875,20061.625,7767.75,49.283,JapanesePower.org regional half-hourly supply mix
2024-06-02,Tokyo,27952,24424.083,15840.833,25354,0.0,6806.5,26892.5,13461.625,19859.0,6397.375,25.31,JapanesePower.org regional half-hourly supply mix
2024-06-03,Tokyo,34344,28014.958,17040.438,28247,0.0,12961.625,33731.0,14668.0,22438.5,7770.5,38.426,JapanesePower.org regional half-hourly supply mix
2024-06-04,Tokyo,34494,28466.583,17435.25,28242,0.0,13198.0,33901.375,13893.625,22413.0,8519.375,38.931,JapanesePower.org regional half-hourly supply mix
2024-06-05,Tokyo,35379,28974.5,16815.917,29145,0.0,16016.625,34908.875,13335.375,22536.125,9200.75,45.881,JapanesePower.org regional half-hourly supply mix
2024-06-06,Tokyo,35240,29098.375,18923.646,29800,0.0,11040.875,34349.625,16039.5,24476.75,8437.25,32.143,JapanesePower.org regional half-hourly supply mix
2024-06-07,Tokyo,35826,29265.333,18647.583,28870,0.0,11964.75,35183.75,16915.875,23284.875,6369.0,34.006,JapanesePower.org regional half-hourly supply mix
2024-06-08,Tokyo,31070,26358.562,15391.938,26654,0.0,15887.875,30697.75,12334.875,19423.125,7088.25,51.756,JapanesePower.org regional half-hourly supply mix
2024-06-09,Tokyo,28639,24743.062,15877.812,26243,0.0,7961.5,26739.375,13597.375,19100.875,5503.5,29.774,JapanesePower.org regional half-hourly supply mix
2024-06-10,Tokyo,33870,28234.0,19348.188,29304,0.0,7590.25,32900.75,17896.0,23809.125,5913.125,23.07,JapanesePower.org regional half-hourly supply mix
2024-06-11,Tokyo,38947,31027.896,19688.833,31425,0.0,15474.5,38337.75,18117.0,23790.625,5673.625,40.364,JapanesePower.org regional half-hourly supply mix
2024-06-12,Tokyo,40155,31884.188,21379.125,32508,0.0,14792.0,39077.0,19110.25,26448.0,7337.75,37.853,JapanesePower.org regional half-hourly supply mix
2024-06-13,Tokyo,36915,30237.562,21882.833,30896,0.0,7519.75,35342.375,21410.125,26470.875,5060.75,21.277,JapanesePower.org regional half-hourly supply mix
2024-06-14,Tokyo,42476,32922.833,21164.583,33945,0.0,15568.5,41395.375,18784.875,25360.625,6575.75,37.609,JapanesePower.org regional half-hourly supply mix
2024-06-15,Tokyo,34794,28861.333,17834.562,29404,0.0,15541.25,34384.375,13873.875,21581.25,7707.375,45.199,JapanesePower.org regional half-hourly supply mix
2024-06-16,Tokyo,32113,27427.292,17951.104,29746,0.0,13091.625,30673.375,14209.5,23470.125,9260.625,42.681,JapanesePower.org regional half-hourly supply mix
2024-06-17,Tokyo,42099,32646.354,22381.333,34052,0.0,9995.75,41050.0,23905.75,26278.375,2372.625,24.35,JapanesePower.org regional half-hourly supply mix
2024-06-18,Tokyo,34904,29860.938,23209.0,31128,0.0,865.875,34356.25,25194.5,24731.75,-462.75,2.52,JapanesePower.org regional half-hourly supply mix
2024-06-19,Tokyo,39132,31219.042,19769.021,32344,0.0,15831.0,38095.25,16653.375,25832.125,9178.75,41.556,JapanesePower.org regional half-hourly supply mix
2024-06-20,Tokyo,39610,31607.208,21706.583,32501,0.0,13185.25,38928.75,19779.125,28035.25,8256.125,33.87,JapanesePower.org regional half-hourly supply mix
2024-06-21,Tokyo,35310,29358.354,22403.271,32040,0.0,973.75,34495.375,25117.0,24676.125,-440.875,2.823,JapanesePower.org regional half-hourly supply mix
2024-06-22,Tokyo,32132,26987.646,18097.896,28103,0.0,11988.0,30447.5,15203.125,23033.625,7830.5,39.373,JapanesePower.org regional half-hourly supply mix
2024-06-23,Tokyo,30163,25911.521,18065.979,27831,0.0,4773.375,27709.5,16458.625,21282.125,4823.5,17.226,JapanesePower.org regional half-hourly supply mix
2024-06-24,Tokyo,46121,34262.792,22891.167,37693,0.0,14016.875,43887.0,21834.0,29858.125,8024.125,31.939,JapanesePower.org regional half-hourly supply mix
2024-06-25,Tokyo,44392,35508.208,24901.396,37734,0.0,8908.75,42621.375,26627.875,29369.125,2741.25,20.902,JapanesePower.org regional half-hourly supply mix
2024-06-26,Tokyo,44613,35066.458,22791.604,35148,0.0,11931.375,43658.875,22921.0,27587.875,4666.875,27.329,JapanesePower.org regional half-hourly supply mix
2024-06-27,Tokyo,41757,33072.562,21742.646,33586,0.0,12290.0,40519.625,20834.375,27358.875,6524.5,30.331,JapanesePower.org regional half-hourly supply mix
2024-06-28,Tokyo,36556,30807.042,23045.062,32809,0.0,1346.25,35707.0,26171.875,26176.875,5.0,3.77,JapanesePower.org regional half-hourly supply mix
2024-06-29,Tokyo,33252,28288.667,17613.542,29781,0.0,11934.375,31927.5,14369.25,21429.125,7059.875,37.38,JapanesePower.org regional half-hourly supply mix
2024-06-30,Tokyo,32992,27973.875,18977.479,30497,0.0,5869.0,31072.875,19124.125,22187.625,3063.5,18.888,JapanesePower.org regional half-hourly supply mix
2024-07-01,Tokyo,40749,33384.667,23677.167,35676,0.0,3868.5,39284.75,27038.75,27846.375,807.625,9.847,JapanesePower.org regional half-hourly supply mix
